Branch,Staff,Operating_Cost,Deposits_2016,Deposit_Growth,Avg_Deposits,Latitude,Longitude
Marietta - Piedmont Commons Branch,0.0102568,1025.68,51284,15529603.0,35999.57142857143,33.97822,-84.4798
Roosevelt and 82nd St Branch,0.0139694,1396.94,69847,15534874.0,48862.42857142857,40.74924,-73.8843
Snellville - Killian Hill Branch,0.00652,652.0,32600,15527443.0,23002.285714285714,33.83675,-84.07128
112th & Broadway Branch,0.027891,2789.1,139455,15557011.0,76307.28571428571,40.80537,-73.96604
Third Ave Adn 69th St Branch,0.0185182,1851.82,92591,15538051.0,62207.71428571428,40.76819,-73.96162
Corona - 99th Street Branch,0.009024599999999999,902.46,45123,15531008.0,29242.85714285714,40.73771,-73.85973
Steinway St and 30th Ave Branch,0.012163799999999999,1216.38,60819,15533040.0,41052.0,40.76504,-73.91414
Pleasant Plains-Bedell Branch,0.0126936,1269.3600000000001,63468,15533330.0,49570.71428571428,40.52198,-74.21682
Gilbert - Dana Park Village Branch,0.014417399999999999,1441.74,72087,15552003.0,39109.28571428572,33.3801,-111.75405
Sylmar Branch,0.0151074,1510.74,75537,15535807.0,54437.857142857145,34.30932,-118.43281
Janss and Moorpark Branch,0.025824399999999997,2582.44,129122,15539801.0,95322.85714285714,34.20039,-118.86816
Miami - Brickell Bay Branch,0.0238436,2384.36,119218,15528386.0,84992.42857142857,25.76631,-80.19498
Hazlet Branch,0.021376199999999998,2137.62,106881,15531831.0,78144.71428571429,40.41799,-74.17744
Atlanta - Skye Mill Road Branch,0.0048243999999999995,482.44,24122,15528844.0,14949.285714285714,33.85553,-84.31256
Carson Branch,0.0193378,1933.78,96689,15542462.0,70814.14285714286,33.80784,-118.27536
Lawrenceville - Sugarloaf Branch,0.0053473999999999995,534.74,26737,15529617.0,17654.285714285714,33.92131,-84.01652
Morris Plains - Route 10 Branch,0.011207199999999999,1120.72,56036,15528173.0,37844.0,40.84515,-74.48322
Centennial Crossroads Branch,0.0148624,1486.24,74312,15530170.0,57158.42857142857,36.27955,-115.26493
Castaic Village Branch,0.0075372,753.72,37686,15528297.0,30878.14285714286,34.49701,-118.62283
Foster City Branch,0.031597,3159.7000000000003,157985,15546195.0,109049.85714285714,37.5558,-122.27546
Buckingham Village Branch,0.012466399999999999,1246.64,62332,15535908.0,40454.0,39.68688,-104.86595
Chicago - Clybourn Square Branch,0.0130134,1301.34,65067,15539792.0,38537.0,41.93091,-87.6766
Belleville Franklin Street Branch,0.0088798,887.98,44399,15529162.0,33273.857142857145,40.79128,-74.17112
Folsom - Broadstone Branch,0.020939799999999998,2093.98,104699,15537814.0,79418.85714285714,38.65518,-121.12375
Tropicana Marketplace Branch,0.0156268,1562.68,78134,15529368.0,56777.142857142855,36.09995,-115.22546
Fort Collins - Mulberry & Lemay Brh,0.0107356,1073.56,53678,15530504.0,31965.714285714286,40.58432,-105.05514
Greenway and Tatum Branch,0.007047599999999999,704.76,35238,15524685.0,28497.285714285714,33.62598,-111.97867
Willow Station Branch,0.0163618,1636.18,81809,15538311.0,55707.857142857145,36.81687,-119.72711
Imperial Valley Branch,0.029656799999999997,2965.68,148284,15542998.0,80248.57142857143,32.75589,-115.60226
Grand Grove Harbor Branch,0.0252492,2524.92,126246,15536997.0,97699.28571428571,33.77691,-117.91549
East 2nd and Ash Branch,0.005552,555.2,27760,15524945.0,24499.714285714286,46.25473,-119.90043
Pullman Branch,0.0163446,1634.46,81723,15545154.0,54840.0,46.73052,-117.18096
Renton Branch,0.0182002,1820.02,91001,15533407.0,77392.28571428571,47.48138,-122.20911
Pacific Place Branch,0.023379999999999998,2338.0,116900,15556194.0,83053.57142857143,47.61223,-122.33543
Martin Luther King Branch,0.016381,1638.1000000000001,81905,15526346.0,74352.71428571429,47.54252,-122.26903
University Branch,0.034060799999999995,3406.08,170304,15553448.0,120091.42857142857,47.65984,-122.31416
Aurora Village Branch,0.022940199999999997,2294.02,114701,15530700.0,95764.14285714286,47.77785,-122.34358
West Seattle Branch,0.023802,2380.2000000000003,119010,15541143.0,104748.85714285714,47.56287,-122.38687
Ballard Branch,0.0347204,3472.04,173602,15552760.0,130349.0,47.66879,-122.38486
White Center Branch,0.0100012,1000.12,50006,15529154.0,46685.57142857143,47.51377,-122.3554
Yakima Branch,0.012807599999999999,1280.76,64038,15532078.0,57422.71428571428,46.60266,-120.50442
A Street and Main Branch,0.0153058,1530.58,76529,15538040.0,57915.42857142857,47.3072,-122.22854
Olympia Branch,0.0116776,1167.76,58388,15533458.0,49143.142857142855,47.04088,-122.90109
Federal Way Branch,0.0234328,2343.28,117164,15536338.0,92286.71428571429,47.31509,-122.31319
Triangle Center Branch,0.0136374,1363.74,68187,15544904.0,49817.0,46.14393,-122.92905
Broadway Seattle Branch,0.027822999999999997,2782.3,139115,15541480.0,111613.71428571429,47.6211,-122.32098
Northgate Branch,0.032223999999999996,3222.4,161120,15548269.0,129517.28571428571,47.70864,-122.32303
Tacoma Narrows Branch,0.0094552,945.52,47276,15528321.0,44704.0,47.25545,-122.52507
Totem Lake Branch,0.0252344,2523.44,126172,15542606.0,100973.28571428571,47.71168,-122.17882
Grays Harbor Branch,0.004359,435.90000000000003,21795,15525379.0,22201.14285714286,46.97496,-123.81878
Wedgwood Branch,0.0202982,2029.82,101491,15536155.0,85124.14285714286,47.68407,-122.29042
Chehalis Branch,0.010555799999999999,1055.58,52779,15528321.0,46039.57142857143,46.65752,-122.95842
Crown Hill Branch,0.020834,2083.4,104170,15539192.0,82777.28571428571,47.69113,-122.37691
Magnolia Branch,0.025772399999999997,2577.2400000000002,128862,15530595.0,105378.71428571429,47.64019,-122.40088
Overlake Park Branch,0.04877,4877.0,243850,15572163.0,162130.2857142857,47.59266,-122.13193
West Yakima Branch,0.009740799999999999,974.08,48704,15528539.0,43221.0,46.60002,-120.58199
Richland Branch,0.01049,1049.0,52450,15528681.0,43593.71428571428,46.27509,-119.27529
Cheney Branch,0.0052548,525.48,26274,15527199.0,22623.85714285714,47.48172,-117.58373
Ephrata Branch,0.0090402,904.02,45201,15526825.0,36827.42857142857,47.32028,-119.55033
Fifth and Union Branch,0.020647199999999997,2064.7200000000003,103236,15530806.0,86528.85714285714,47.60971,-122.33478
Northwest Boulevard Branch,0.0056862,568.62,28431,15528387.0,26097.714285714286,47.6834,-117.44512
Manito Branch,0.013498399999999999,1349.84,67492,15531508.0,59322.142857142855,47.62811,-117.40171
Hawks Prairie Branch,0.009953,995.3000000000001,49765,15530303.0,38262.71428571428,47.0566,-122.76537
East Vancouver Branch,0.0240966,2409.66,120483,15536076.0,94374.57142857143,45.61898,-122.53654
Northpointe Plaza Branch,0.0107084,1070.84,53542,15529665.0,45840.0,47.76545,-117.38915
Burlington Branch,0.0060344,603.44,30172,15527908.0,23163.428571428572,48.46748,-122.33569
Pine Lake Branch,0.0222628,2226.28,111314,15543090.0,84429.57142857143,47.58214,-122.03419
Canyon Park Branch,0.0183636,1836.3600000000001,91818,15541467.0,67569.14285714286,47.79007,-122.21789
Harbour Pointe Branch,0.0237398,2373.98,118699,15549428.0,80907.14285714286,47.88946,-122.28652
Gig Harbor Branch,0.0267886,2678.86,133943,15538785.0,100253.71428571429,47.30326,-122.57936
Lacey Branch,0.013623399999999999,1362.34,68117,15538561.0,49987.142857142855,47.04007,-122.83365
Smokey Point Branch,0.010185999999999999,1018.6,50930,15531225.0,41549.857142857145,48.15235,-122.17975
State Avenue Branch,0.018240799999999998,1824.08,91204,15531313.0,69576.28571428571,48.06634,-122.17682
Snohomish Branch,0.012627399999999999,1262.74,63137,15535317.0,49103.857142857145,47.91286,-122.09356
Everett Mall Way Branch,0.009942999999999999,994.3000000000001,49715,15529774.0,43581.0,47.90685,-122.23183
Arlington Branch,0.0093142,931.4200000000001,46571,15531207.0,37659.57142857143,48.19741,-122.12639
Redmond Branch,0.036281,3628.1,181405,15544130.0,130019.85714285714,47.67519,-122.12161
Freeland Branch,0.0099892,998.9200000000001,49946,15530623.0,40026.71428571428,48.00925,-122.53058
Factoria Branch,0.0374264,3742.64,187132,15559205.0,135484.0,47.57532,-122.16959
Everett Branch,0.0111522,1115.22,55761,15529773.0,49803.857142857145,47.98287,-122.20863
Mill Creek Branch,0.0239758,2397.58,119879,15542074.0,91391.57142857143,47.84937,-122.22026
Highway 2 Branch,0.0120182,1201.82,60091,15530298.0,46656.857142857145,47.86143,-121.97951
Sammamish Highlands Branch,0.0172554,1725.54,86277,15535552.0,65733.71428571429,47.61659,-122.0343
Cordata Branch,0.0109902,1099.02,54951,15527629.0,50540.142857142855,48.80133,-122.425
Puyallup Branch,0.015062599999999999,1506.26,75313,15536883.0,58828.42857142857,47.15633,-122.29299
Orchards Park Financial Branch,0.008432199999999999,843.22,42161,15529799.0,32524.0,45.67685,-122.55256
North Puyallup Financial Ctr Branch,0.00819,819.0,40950,15528582.0,33557.71428571428,47.20097,-122.29443
Sullivan Road Branch,0.00758,758.0,37900,15527259.0,31026.571428571428,47.63552,-117.19596
Totem Hill Branch,0.010026,1002.6,50130,15532327.0,37772.0,47.70966,-122.18447
Fisher's Landing Branch,0.013077799999999999,1307.78,65389,15530638.0,54337.28571428572,45.60445,-122.50004
Lakeway Branch,0.0086582,865.82,43291,15529154.0,38322.42857142857,48.74495,-122.46469
Kitsap Branch,0.0057884,578.84,28942,15524740.0,28057.14285714286,47.60987,-122.62877
North Auburn Branch,0.0056294,562.94,28147,15525061.0,26125.14285714286,47.31509,-122.22413
North Burien Financial Center Branch,0.0065406,654.0600000000001,32703,15528175.0,27697.285714285714,47.47506,-122.33377
Bonney Lake Branch,0.008979,897.9,44895,15531135.0,35048.71428571428,47.16788,-122.14951
Newcastle Branch,0.0212832,2128.32,106416,15533025.0,79995.71428571429,47.51224,-122.18866
East Wenatchee Branch,0.0060728,607.28,30364,15526239.0,26008.285714285714,47.41033,-120.29004
Omak Branch,0.007521,752.1,37605,15529868.0,29252.714285714286,48.41098,-119.53003
Chelan Branch,0.005232199999999999,523.22,26161,15527570.0,17888.571428571428,47.84167,-120.01905
Colville Branch,0.012721399999999999,1272.14,63607,15525086.0,59239.28571428572,48.54231,-117.9056
Moses Lake Branch,0.0157528,1575.28,78764,15533902.0,62540.71428571428,47.12995,-119.27792
Lake City Branch,0.014234799999999999,1423.48,71174,15529834.0,61054.857142857145,47.7179,-122.29588
Mount Vernon Branch,0.0073222,732.22,36611,15528803.0,28914.14285714286,48.43581,-122.33104
Everett 19th Ave Branch,0.0077418,774.1800000000001,38709,15529002.0,32561.14285714286,47.905,-122.20699
Kenmore Branch,0.0185682,1856.82,92841,15535847.0,72836.71428571429,47.75956,-122.25112
Woodinville Branch,0.0243272,2432.7200000000003,121636,15535180.0,91878.85714285714,47.75441,-122.16022
Edmonds Branch,0.027943199999999998,2794.32,139716,15536020.0,113485.14285714286,47.80786,-122.37766
Madison Park Branch,0.021858199999999998,2185.82,109291,15521725.0,89598.0,47.63388,-122.28096
Bellevue Way Branch,0.037348,3734.8,186740,15559784.0,139485.85714285713,47.61128,-122.20167
Walla Walla Branch,0.009110799999999999,911.08,45554,15524358.0,46015.0,46.06528,-118.33992
Kennewick Branch,0.0116102,1161.02,58051,15534239.0,48703.142857142855,46.20977,-119.15524
Wallingford Branch,0.0259094,2590.94,129547,15538126.0,106406.28571428571,47.66132,-122.33479
Des Moines Branch,0.0101698,1016.98,50849,15529428.0,45779.142857142855,47.40263,-122.32452
North Bend Branch,0.0095686,956.86,47843,15528902.0,37241.857142857145,47.48683,-121.79212
Vancouver Branch,0.016357,1635.7,81785,15526224.0,72389.57142857143,45.63069,-122.6705
Mcloughlin Heights Branch,0.009693199999999999,969.32,48466,15525702.0,47300.857142857145,45.62493,-122.59361
Camas-Washougal Branch,0.0091716,917.16,45858,15526585.0,37000.857142857145,45.58254,-122.36671
Hazel Dell Branch,0.0213,2130.0,106500,15536804.0,90804.42857142857,45.68184,-122.65344
Bremerton Branch,0.0048568,485.68,24284,15522741.0,26719.0,47.56663,-122.62681
Mercer Island Branch,0.0340674,3406.7400000000002,170337,15552480.0,134030.2857142857,47.58555,-122.2324
Bainbridge Island Branch,0.025611599999999998,2561.16,128058,15546687.0,93479.14285714286,47.62346,-122.52426
Poulsbo Branch,0.012081,1208.1000000000001,60405,15531813.0,46707.57142857143,47.74806,-122.63868
Vashon Island Branch,0.0116476,1164.76,58238,15531594.0,47862.57142857143,47.44547,-122.46146
Tacoma Main Branch,0.009478,947.8000000000001,47390,15525255.0,43624.0,47.25317,-122.43856
Sumner Branch,0.008685,868.5,43425,15526569.0,39668.57142857143,47.20249,-122.24062
Port Orchard Branch,0.0090192,901.9200000000001,45096,15529112.0,39220.71428571428,47.53403,-122.59435
Franklin Park Branch,0.008736599999999999,873.66,43683,15529014.0,41356.0,47.70825,-117.41116
Twin Lakes Branch,0.019315799999999998,1931.58,96579,15552040.0,64277.142857142855,47.30068,-122.36097
Port Angeles Branch,0.0097736,977.36,48868,15529781.0,46236.42857142857,48.11996,-123.43265
Port Townsend Branch,0.0124386,1243.8600000000001,62193,15536288.0,48165.142857142855,48.11066,-122.77142
Sequim Branch,0.013762799999999999,1376.28,68814,15530490.0,59166.71428571428,48.07977,-123.11807
Silverdale Way Branch,0.011789599999999999,1178.96,58948,15528436.0,52185.57142857143,47.66084,-122.6852
Richmond Highlands Branch,0.0211448,2114.48,105724,15538718.0,84294.57142857143,47.76126,-122.34539
Southcenter Branch,0.0110092,1100.92,55046,15537764.0,37308.0,47.44811,-122.27433
Burien Branch,0.019519599999999998,1951.96,97598,15534446.0,81000.85714285714,47.46874,-122.33682
Albany Branch,0.0132214,1322.14,66107,15530398.0,55883.28571428572,44.63627,-123.10585
Corvallis Branch,0.0127998,1279.98,63999,15530089.0,57364.857142857145,44.58638,-123.2756
Madrona Branch,0.013494599999999999,1349.46,67473,15529751.0,56578.71428571428,44.90455,-123.0416
Molalla Branch,0.0065176,651.76,32588,15526973.0,27835.0,45.15002,-122.57472
Battle Ground Branch,0.0141132,1411.32,70566,15530584.0,56763.71428571428,45.78083,-122.53875
Salmon Creek Branch,0.0182436,1824.3600000000001,91218,15531520.0,74334.14285714286,45.71469,-122.65126
Eugene Branch,0.0195288,1952.88,97644,15532735.0,63686.42857142857,44.0474,-123.09277
Sw 6th and Yamhill Branch,0.030822,3082.2000000000003,154110,15535143.0,121429.42857142857,45.5182,-122.67907
Lakewood Branch,0.019906999999999998,1990.7,99535,15529616.0,88897.14285714286,47.16653,-122.52071
Bellingham Branch,0.016881,1688.1000000000001,84405,15525921.0,76767.71428571429,48.74863,-122.48072
Northeast 8th and 106th Branch,0.0726624,7266.24,363312,15570700.0,257238.0,47.62003,-122.20696
Spokane Valley Branch,0.018303399999999997,1830.3400000000001,91517,15533969.0,83231.0,47.6572,-117.24347
Seatac Branch,0.0092956,929.5600000000001,46478,15528581.0,38047.0,47.43797,-122.29569
Bothell Branch,0.0142502,1425.02,71251,15533715.0,56475.57142857143,47.7658,-122.20997
Northeast 112th and Halsey Branch,0.0138064,1380.64,69032,15526439.0,68159.28571428571,45.53381,-122.54709
Gresham Branch,0.016054,1605.4,80270,15535363.0,67240.14285714286,45.51285,-122.43031
Fairwood Branch,0.019738199999999997,1973.82,98691,15531840.0,79462.85714285714,47.4471,-122.15404
Issaquah Branch,0.0335084,3350.84,167542,15549971.0,111949.71428571429,47.54565,-122.05733
Kingsgate Branch,0.0129024,1290.24,64512,15529628.0,52722.0,47.7313,-122.17549
James Center Branch,0.011892199999999999,1189.22,59461,15532270.0,49129.71428571428,47.24271,-122.52941
Greenwood Branch,0.0184104,1841.04,92052,15533890.0,74125.71428571429,47.6906,-122.35522
Laurelhurst Branch,0.019475199999999998,1947.52,97376,15535844.0,78042.14285714286,47.66154,-122.28102
Canby Branch,0.0098516,985.16,49258,15533553.0,37514.0,45.2651,-122.69578
Milwaukie Branch,0.0091878,918.78,45939,15530104.0,38928.857142857145,45.44397,-122.64015
Shasta Way Fred Meyer Branch,0.0046448,464.48,23224,15526119.0,20237.85714285714,42.21391,-121.75639
Glisan Branch,0.00903,903.0,45150,15528280.0,39138.28571428572,45.52647,-122.5947
Southeast 82nd and Foster Branch,0.008846999999999999,884.7,44235,15531937.0,35532.57142857143,45.48396,-122.579
Barbur Blvd Branch,0.014862199999999999,1486.22,74311,15528538.0,65173.0,45.47042,-122.68955
Burrage and Lombard Finanlctr Branch,0.0084832,848.32,42416,15529661.0,33072.0,45.57711,-122.6949
Tigard Branch,0.0138996,1389.96,69498,15527199.0,61883.28571428572,45.44021,-122.75071
Santa Clara Branch,0.007326999999999999,732.7,36635,15528752.0,30457.285714285714,44.09891,-123.12868
Division Branch,0.011033999999999999,1103.4,55170,15530518.0,45529.857142857145,45.5042,-122.51223
Raleigh Hills Branch,0.0220254,2202.54,110127,15533927.0,100318.0,45.48611,-122.7558
South Salem Branch,0.0055498,554.98,27749,15523428.0,26454.14285714286,44.9057,-123.04234
East Salem Branch,0.0087686,876.86,43843,15528831.0,37863.71428571428,44.95009,-122.98737
Santiam Hwy Branch,0.006671,667.1,33355,15526183.0,27652.14285714286,44.63236,-123.07468
Kings Blvd Branch,0.008642799999999999,864.28,43214,15531663.0,29093.85714285714,44.5752,-123.27515
North Salem Branch,0.0040072,400.72,20036,15525136.0,18092.14285714286,44.96833,-123.0286
Peninsula Branch,0.0072856,728.5600000000001,36428,15528640.0,30740.714285714286,45.5869,-122.73823
Clackamas South Branch,0.0086536,865.36,43268,15526454.0,39069.0,45.40624,-122.56893
East Gresham Branch,0.007434199999999999,743.42,37171,15527868.0,30577.714285714286,45.49601,-122.40769
North Springfield Branch,0.006084399999999999,608.44,30422,15528027.0,27030.285714285714,44.06216,-123.0177
Johnson Creek Branch,0.0125396,1253.96,62698,15528372.0,44236.57142857143,45.45846,-122.57911
Tualatin Branch,0.011394,1139.4,56970,15531037.0,45344.71428571428,45.3811,-122.75897
Beaverton Town Square Branch,0.0112972,1129.72,56486,15532046.0,46855.142857142855,45.48653,-122.79499
Grants Pass Branch,0.0075596,755.96,37798,15528880.0,30870.571428571428,42.43388,-123.31256
Oregon City Hilltop Branch,0.0117944,1179.44,58972,15529735.0,46346.142857142855,45.33129,-122.58627
North Medford Branch,0.0051909999999999994,519.1,25955,15525690.0,21550.428571428572,42.35309,-122.85571
West Eugene Branch,0.0075514,755.14,37757,15526661.0,33629.28571428572,44.04806,-123.14269
Newport Branch,0.005454,545.4,27270,15524884.0,23349.571428571428,44.70099,-124.04837
Salem Downtown Branch,0.0078026,780.26,39013,15528712.0,33438.57142857143,44.94231,-123.03343
Mcminnville Branch,0.0080302,803.02,40151,15525546.0,34762.857142857145,45.19612,-123.26439
Silverton Branch,0.009687399999999999,968.74,48437,15528395.0,43565.57142857143,45.0096,-122.78483
Stayton Branch,0.0099902,999.02,49951,15530527.0,41077.857142857145,44.80286,-122.79442
Woodburn Branch,0.007342199999999999,734.22,36711,15525666.0,29187.0,45.15146,-122.83526
Century Square Branch,0.0140548,1405.48,70274,15536488.0,53536.42857142857,47.61023,-122.33677
Admiral Junction Branch,0.0174642,1746.42,87321,15529692.0,73356.42857142857,47.58096,-122.38647
Lake Forest Park Branch,0.0171866,1718.66,85933,15536184.0,71839.28571428571,47.75278,-122.27869
Benson Center Branch,0.0133268,1332.68,66634,15530499.0,52942.71428571428,47.38994,-122.20215
Alderwood Branch,0.0117662,1176.6200000000001,58831,15531070.0,49506.42857142857,47.83195,-122.27845
Southeast Woodstock and 47th Branch,0.0201286,2012.8600000000001,100643,15538488.0,86006.57142857143,45.47912,-122.61441
Southeast Hawthorne and 39th Branch,0.0220718,2207.18,110359,15539721.0,83529.14285714286,45.51386,-122.64431
Hollywood Branch,0.021551999999999998,2155.2,107760,15537378.0,83563.14285714286,45.53778,-122.59965
Beaverton Branch,0.016770399999999998,1677.04,83852,15533682.0,62985.71428571428,45.49447,-122.81007
Uptown Branch,0.055993999999999995,5599.400000000001,279970,15556446.0,164157.42857142858,45.52368,-122.70011
Westwood Branch,0.01612,1612.0,80600,15532133.0,68589.57142857143,47.52109,-122.36982
Vancouver Mall Branch,0.01072,1072.0,53600,15531413.0,43199.857142857145,45.65825,-122.58798
Bend South Branch,0.009658199999999999,965.82,48291,15529115.0,39226.42857142857,44.03388,-121.30737
Clackamas Branch,0.020714,2071.4,103570,15539522.0,80082.14285714286,45.42788,-122.53593
Tigard Town Square Branch,0.0148676,1486.76,74338,15528825.0,63932.28571428572,45.40661,-122.79596
Wilsonville Branch,0.0120866,1208.66,60433,15530531.0,48609.142857142855,45.30306,-122.76166
Walker Road Branch,0.0128036,1280.3600000000001,64018,15531878.0,50267.0,45.51762,-122.84222
Lynnwood Financial Center Branch,0.0154638,1546.38,77319,15529501.0,58677.0,47.81771,-122.28718
Lebanon Branch,0.0075144,751.44,37572,15527417.0,33248.0,44.53845,-122.90594
Oak Grove Branch,0.008085799999999999,808.58,40429,15527073.0,36100.142857142855,45.40743,-122.61469
Newberg Branch,0.0077356,773.5600000000001,38678,15528771.0,29820.428571428572,45.30699,-122.94491
Northeast 102nd and Halsey Branch,0.0086712,867.12,43356,15529329.0,37742.28571428572,45.53133,-122.55818
Hollywood West Branch,0.0131122,1311.22,65561,15535013.0,49682.0,45.53446,-122.63606
Roseburg Branch,0.007797999999999999,779.8000000000001,38990,15530351.0,32365.571428571428,43.22666,-123.34539
Crossroads Branch,0.0154212,1542.1200000000001,77106,15534335.0,56992.142857142855,47.62191,-122.13232
Kent Main Branch,0.0160584,1605.8400000000001,80292,15533289.0,68131.57142857143,47.383,-122.23767
Benson Plaza Branch,0.0095236,952.36,47618,15529307.0,39646.0,47.44295,-122.19703
Lower University On 25th Branch,0.018723399999999998,1872.3400000000001,93617,15537135.0,73220.14285714286,47.66453,-122.30097
Wenatchee Branch,0.0103264,1032.64,51632,15526999.0,44815.42857142857,47.42326,-120.31188
West Salem Branch,0.011502,1150.2,57510,15532866.0,43293.142857142855,44.95012,-123.05104
Cornelius Branch,0.0056362,563.62,28181,15528931.0,22872.571428571428,45.5202,-123.04452
Brookings Branch,0.0102034,1020.34,51017,15530615.0,40648.857142857145,42.05316,-124.28571
Gold Beach Branch,0.0067707999999999996,677.08,33854,15526573.0,27904.0,42.40538,-124.42137
Ontario Branch,0.0036358,363.58,18179,15525250.0,16550.428571428572,44.0238,-116.96804
South 6th Street Branch,0.0088174,881.74,44087,15527843.0,39112.0,42.20984,-121.75374
Southwest 5th and Forest Branch,0.0065848,658.48,32924,15527219.0,26555.85714285714,44.27191,-121.17315
Bend Branch,0.023874799999999998,2387.48,119374,15539495.0,87629.57142857143,44.05686,-121.31289
St. Helens Branch,0.0057382,573.82,28691,15523107.0,28454.428571428572,45.85899,-122.81703
Prineville Branch,0.0061506,615.0600000000001,30753,15527601.0,26554.0,44.30293,-120.84174
Pilot Butte Branch,0.0161744,1617.44,80872,15537238.0,51252.857142857145,44.06,-121.29719
Crater Branch,0.0175324,1753.24,87662,15537193.0,69224.57142857143,42.33504,-122.86212
Eagle Point Branch,0.009018,901.8000000000001,45090,15531002.0,37072.57142857143,42.47132,-122.79944
Shady Cove Branch,0.0071546,715.46,35773,15526772.0,30604.285714285714,42.61796,-122.81061
Ashland Branch,0.0150292,1502.92,75146,15539352.0,58563.142857142855,42.19578,-122.71214
East Stewart Ave Branch,0.014741599999999999,1474.16,73708,15553684.0,40207.42857142857,42.31483,-122.85809
Myrtle Point Branch,0.0037175999999999997,371.76,18588,15524699.0,19847.714285714286,43.06459,-124.13908
Grants Pass Branch,0.0109014,1090.14,54507,15534035.0,36447.57142857143,42.68872,-123.59077
Central Point Branch,0.011828799999999999,1182.88,59144,15528180.0,40208.142857142855,42.37592,-122.91394
Jacksonville Branch,0.0093194,931.94,46597,15531915.0,34404.857142857145,42.31664,-122.96421
Lynnwood Branch,0.0074046,740.46,37023,15527942.0,28416.714285714286,47.81108,-122.26022
Rainier Branch,0.0112626,1126.26,56313,15530370.0,43213.42857142857,47.56963,-122.29042
Renton Center Branch,0.0067344,673.44,33672,15527426.0,26231.428571428572,47.47801,-122.21887
Hillsboro Branch,0.00865,865.0,43250,15528086.0,37060.57142857143,45.49878,-122.91473
Southwest Teal Blvd Branch,0.021450999999999998,2145.1,107255,15540789.0,79762.71428571429,45.44082,-122.82822
Tanasbourne Branch,0.0161092,1610.92,80546,15534354.0,65598.42857142857,45.53669,-122.86336
North 40th Avenue Branch,0.0055344,553.44,27672,15529223.0,20515.0,46.6181,-120.56224
Cottonwood Branch,0.013755199999999999,1375.52,68776,15533679.0,51956.71428571428,40.6247,-111.83927
Fourth and 4th Branch,0.0240328,2403.28,120164,15546893.0,77871.28571428571,40.76056,-111.88071
Layton Branch,0.011081599999999999,1108.16,55408,15531558.0,35083.57142857143,41.07887,-111.97363
Idaho Falls - Ammon Branch,0.0079606,796.0600000000001,39803,15529672.0,30205.285714285714,43.48193,-111.98453
St. George Branch,0.008118,811.8000000000001,40590,15528502.0,34249.857142857145,37.10825,-113.58131
Crater Lake Plaza Branch,0.010688,1068.8,53440,15533782.0,37407.42857142857,42.36568,-122.85603
Pasco Branch,0.005902999999999999,590.3000000000001,29515,15528139.0,21039.0,46.27461,-119.1853
Queen Anne Branch,0.0271118,2711.18,135559,15542981.0,103004.85714285714,47.6315,-122.35667
Sherwood Branch,0.013845,1384.5,69225,15530659.0,54291.0,45.36925,-122.84233
Scappoose Branch,0.0077544,775.44,38772,15524957.0,32375.714285714286,45.743,-122.87676
South Hill Branch,0.0093008,930.08,46504,15528626.0,38837.71428571428,47.09921,-122.29361
Stanwood Branch,0.0089176,891.76,44588,15530631.0,32524.571428571428,48.23795,-122.33018
Covington Branch,0.0119218,1192.18,59609,15531542.0,47350.142857142855,47.35814,-122.11775
Harvard Market Branch,0.0089784,897.84,44892,15530289.0,32884.0,47.61329,-122.32086
Lake Oswego Branch,0.0107872,1078.72,53936,15530807.0,47205.42857142857,45.41468,-122.66394
Caldwell Branch,0.0058113999999999996,581.14,29057,15530246.0,22011.285714285714,43.66334,-116.68667
Mountain Home Branch,0.0049375999999999995,493.76,24688,15525152.0,21787.85714285714,43.13274,-115.69441
Thurston Branch,0.010246199999999999,1024.6200000000001,51231,15526714.0,39220.71428571428,44.04563,-122.92919
South Commercial Branch,0.0141418,1414.18,70709,15539075.0,47603.142857142855,44.88079,-123.02956
Kruse Way Branch,0.0260226,2602.26,130113,15553325.0,90527.0,45.41611,-122.71936
Draper Crossing Branch,0.0085902,859.02,42951,15528573.0,31594.85714285714,40.52662,-111.88327
Wandermere Branch,0.007953199999999999,795.32,39766,15527319.0,34022.0,47.76773,-117.40502
Morgan Street Branch,0.007499199999999999,749.92,37496,15525396.0,34278.0,47.54476,-122.3858
72nd & Pacific Branch,0.0058118,581.1800000000001,29059,15527051.0,23906.85714285714,47.18954,-122.43409
South Everett Branch,0.0058084,580.84,29042,15526975.0,24953.428571428572,47.91971,-122.23013
Belfair Branch,0.0047306,473.06,23653,15521077.0,19827.428571428572,47.45344,-122.82966
Aloha Branch,0.0069266,692.66,34633,15526729.0,28546.571428571428,45.48024,-122.85665
Miller Barnes Branch,0.017979,1797.9,89895,15534828.0,70065.42857142857,45.51512,-122.75377
Bethany Village Branch,0.0211878,2118.78,105939,15544497.0,75683.42857142857,45.55335,-122.83674
West Linn Branch,0.015940799999999998,1594.08,79704,15532744.0,62738.857142857145,45.34964,-122.65314
Maple Valley Branch,0.0121478,1214.78,60739,15529770.0,45446.142857142855,47.36492,-122.02161
Tacoma Stevens Branch,0.0037652,376.52,18826,15526444.0,15117.714285714286,47.24291,-122.49722
Salmon Creek Fm Branch,0.010318599999999999,1031.8600000000001,51593,15531973.0,40621.857142857145,45.72135,-122.66553
